Date,^DJI,^IXIC,Gold_Close,DJI_per_oz_gold,IXIC_per_oz_gold
2025-03-10,41911.7109375,17468.3203125,2891.0,14.49730575492909,6.0423107272570045
2025-03-14,41488.19140625,17754.08984375,2994.5,13.85479759767908,5.92889959717816
2025-03-17,41841.62890625,17808.66015625,3000.0,13.947209635416666,5.936220052083334
2025-03-21,41985.3515625,17784.05078125,3018.199951171875,13.91072567813089,5.892270581458659
2025-03-24,42583.3203125,18188.58984375,3013.10009765625,14.132726737363813,6.036503685323317
2025-03-28,41583.8984375,17322.990234375,3086.5,13.472832800097198,5.612502910861817
2025-03-31,42001.76171875,17299.2890625,3122.800048828125,13.450032362626533,5.539672342771931
2025-04-04,38314.859375,15587.7900390625,3012.0,12.720736844289508,5.175229096634296
2025-04-07,37965.6015625,15603.259765625,2951.300048828125,12.864026339028127,5.2869106859604456
2025-04-11,40212.7109375,16724.4609375,3222.199951171875,12.479893100015449,5.190385820537772
2025-04-14,40524.7890625,16831.48046875,3204.800048828125,12.6450288458147,5.251959626905473
2025-04-21,38170.41015625,15870.900390625,3406.199951171875,11.20615662715801,4.659415365549737
2025-04-25,40113.5,17382.939453125,3282.39990234375,12.220783936581748,5.295801843252848
2025-04-28,40227.58984375,17366.130859375,3332.5,12.071294776819204,5.21114204332333
2025-05-02,41317.4296875,17977.73046875,3231.89990234375,12.784254134089025,5.562588883310613
2025-05-05,41218.828125,17844.240234375,3311.300048828125,12.447929066285436,5.388892571269737
2025-05-09,41249.37890625,17928.919921875,3335.39990234375,12.36714640342362,5.375343421122168
2025-05-12,42410.1015625,18708.33984375,3220.0,13.170838994565218,5.810043429736025
2025-05-16,42654.73828125,19211.099609375,3182.0,13.405008887884978,6.037429166994029
2025-05-19,42792.0703125,19215.4609375,3228.89990234375,13.2528327314943,5.951085979330651
2025-05-23,41603.0703125,18737.2109375,3363.60009765625,12.368613718821372,5.570582231388342
2025-05-30,42270.0703125,19113.76953125,3288.89990234375,12.852343205208927,5.81159965301135
2025-06-02,42305.48046875,19242.609375,3370.60009765625,12.551320015141266,5.7089565114474325
2025-06-06,42762.87109375,19529.94921875,3322.699951171875,12.869916550445089,5.877734825818994
2025-06-09,42761.76171875,19591.240234375,3332.10009765625,12.833276451937321,5.879547330572449
2025-06-13,42197.7890625,19406.830078125,3431.199951171875,12.298259985719566,5.655989261569233
2025-06-16,42515.08984375,19701.2109375,3396.39990234375,12.51769257631048,5.800615800249201
2025-06-20,42206.8203125,19447.41015625,3368.10009765625,12.531343810675441,5.77400005711909
2025-06-23,42581.78125,19630.970703125,3377.699951171875,12.60673886537094,5.811934448562886
2025-06-27,43819.26953125,20273.4609375,3273.699951171875,13.385243053678199,6.192828066067197
2025-06-30,44094.76953125,20369.73046875,3294.39990234375,13.384765310331467,6.183138378026987
2025-07-07,44406.359375,20412.51953125,3332.199951171875,13.326438996970479,6.125838734278621
2025-07-11,44371.51171875,20585.529296875,3356.0,13.221546996051847,6.133947943049762
2025-07-14,44459.6484375,20640.330078125,3351.5,13.265597027450395,6.15853500764583
2025-07-18,44342.19140625,20895.650390625,3353.0,13.22463209252908,6.231926749366239
2025-07-21,44323.0703125,20974.1796875,3401.89990234375,13.028916659765173,6.165431167757102
2025-07-25,44901.921875,21108.3203125,3334.0,13.46788298590282,6.331229847780444
2025-07-28,44837.55859375,21178.580078125,3309.10009765625,13.549774038418265,6.400102581703479
2025-08-01,43588.578125,20650.130859375,3347.699951171875,13.020455465174427,6.1684533143857
2025-08-04,44173.640625,21053.580078125,3374.39990234375,13.09081374567324,6.239207173845002
2025-08-08,44175.609375,21450.01953125,3439.10009765625,12.845107185192347,6.237102416957334
2025-08-11,43975.08984375,21385.400390625,3353.10009765625,13.114756065435598,6.377799578835409
2025-08-15,44946.12109375,21622.98046875,3336.0,13.473057881819544,6.481708773606115
2025-08-18,44911.8203125,21629.76953125,3331.699951171875,13.480151565480243,6.492112089398104
2025-08-22,45631.73828125,21496.5390625,3374.39990234375,13.522919512164417,6.370477621093218
2025-08-25,45282.46875,21449.2890625,3373.800048828125,13.42179977907365,6.357605297311653
2025-08-29,45544.87890625,21455.55078125,3473.699951171875,13.111345120894837,6.176569963681472
2025-09-05,45400.859375,21700.390625,3613.199951171875,12.565277313334144,6.005864861689118
2025-09-08,45514.94921875,21798.69921875,3638.10009765625,12.510636870071773,5.991781048793363
2025-09-12,45834.21875,22141.099609375,3649.39990234375,12.55938509796198,6.067052173469766
2025-09-15,45883.44921875,22348.75,3682.199951171875,12.460879318665844,6.069401525272255
2025-09-19,46315.26953125,22631.48046875,3671.5,12.614808533637477,6.164096546030233
2025-09-22,46381.5390625,22788.98046875,3740.699951171875,12.399160496144507,6.092170119554962
2025-09-26,46247.2890625,22484.0703125,3775.300048828125,12.24996383449189,5.955571748391015
2025-09-29,46316.0703125,22591.150390625,3820.89990234375,12.121770131714156,5.912520863675996
2025-10-03,46758.28125,22780.509765625,3880.800048828125,12.048619011979108,5.870055009019073
2025-10-06,46694.96875,22941.669921875,3948.5,11.826001962770672,5.810224115961757
2025-10-10,45479.6015625,22204.4296875,3975.89990234375,11.438819557728369,5.584755711382655
2025-10-13,46067.578125,22694.609375,4108.60009765625,11.21247554642255,5.523684183317362
2025-10-17,46190.609375,22679.970703125,4189.89990234375,11.024275150144245,5.413010151015364
